trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",25,14,-121.91346214987483,"{0: 5, 1: 0, 2: 3, 3: 1, 4: 2}",1
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",35,0,-205.73562926627596,"{0: 21, 1: 2, 2: 8, 3: 1, 4: 3}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",30,0,-135.62046551324096,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",35,0,-124.16113981895826,"{0: 21, 1: 6, 2: 7, 3: 0, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",20,0,-93.55826389439325,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",25,3,-107.27839705298227,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 1}",1
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",25,0,-193.09973953091045,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,0,-47.75953065694066,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",30,0,-117.75983133843883,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",30,0,-245.81110269385175,"{0: 15, 1: 3, 2: 7, 3: 1, 4: 4}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",25,0,-132.85207529568174,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",30,0,-159.86077528188326,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-80.98920584809596,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",30,1,-75.12403840697696,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 1}",1
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",25,0,-171.22328583128555,"{0: 9, 1: 5, 2: 8, 3: 2, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,0,-49.42094868943907,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",35,0,-195.85036347495912,"{0: 23, 1: 3, 2: 4, 3: 2, 4: 3}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",25,0,-52.631828759559816,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",25,9,-35.32735229353229,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",20,0,-27.556181181657493,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",30,0,-128.88778849178112,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",30,0,-99.16830422212013,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-161.33015483278675,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",20,0,-45.61133599283061,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",25,0,-69.42517971409727,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
26,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-33.549720836722265,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-132.19428054886814,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-155.5274774470249,"{0: 12, 1: 6, 2: 4, 3: 1, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",35,0,-156.61684284233934,"{0: 22, 1: 6, 2: 3, 3: 2, 4: 2}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-230.98666772942212,"{0: 12, 1: 3, 2: 3, 3: 4, 4: 3}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",25,0,-93.44286320722352,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",30,0,-147.8078624142138,"{0: 18, 1: 0, 2: 9, 3: 2, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",30,18,8.35084458521941,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",25,0,-96.04711918242117,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",20,2,-96.84520984950497,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 2}",1
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",25,10,-44.59270868853998,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",30,0,-87.30142884872924,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",25,2,-222.44215015671378,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 3}",1
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",20,7,-22.814857325343926,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-195.88837322250976,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",20,0,-59.89041602982765,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,0,-145.53053514531507,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",30,1,-155.21901577903472,"{0: 18, 1: 5, 2: 3, 3: 0, 4: 3}",1
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",30,0,-133.68684286953712,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-52.78339245326037,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-144.46816375180018,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,0,-31.8027096776429,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,0,-51.527694743996236,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",30,10,-99.95150771825698,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",20,0,-34.327473753016484,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-70.57396141795856,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,0,-175.1972120340928,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",20,0,-208.7727987740631,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 5}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",20,2,-28.571345889925016,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,0,-92.04875839080468,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",25,0,-140.7580148769318,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-37.05239246391203,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",30,0,-169.24812684143083,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,0,-177.66616329952595,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-64.663972277953,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,0,-44.35103238576771,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",25,3,-59.50888868133993,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-87.99322189690352,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,4,-74.0595054877616,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-72.55663953210741,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,0,-103.17772417171824,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",20,10,-38.806962764017655,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
68,False,"{'a': 0.002, 'e': 0.874590064603334}",20,0,-43.95238260150373,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",20,0,-97.68165930601565,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",20,0,-95.5800846185406,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",30,0,-116.92097975916211,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
72,False,"{'a': 0.002, 'e': 0.867621256485914}",30,0,-148.6565910359696,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-45.192854159699166,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,0,-129.63211917868705,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",25,0,-37.041844809892915,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,0,-4.388056249595597,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",30,0,-122.33032999413741,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-90.21844001751631,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",20,0,-123.64095336948817,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",30,0,-79.12009976920663,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",20,0,-80.55452346730458,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",35,0,-93.69586675261105,"{0: 25, 1: 2, 2: 7, 3: 0, 4: 1}",0
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",25,3,-48.59271316741959,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 1}",1
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",30,0,-172.1651043708972,"{0: 16, 1: 1, 2: 11, 3: 0, 4: 2}",0
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,2,-21.918016011349838,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",20,0,-197.93404323870126,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 4}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",30,0,-116.80258078898697,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-104.42107122192802,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",30,16,-94.64565894471993,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",30,0,-40.959799404074516,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
91,False,"{'a': 0.002, 'e': 0.835270211411272}",30,0,-58.7953742938836,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,6,-21.20640489798091,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-59.048546195990525,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",25,0,-139.29705835259466,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,0,-141.08563253263117,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-164.59286759934724,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-76.1946536168721,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-83.72141350351906,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",25,0,-31.09053064195081,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",25,0,-71.05678420488428,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,7,-98.05928917499976,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 2}",1
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",20,0,-38.17398786350868,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,9,-25.942588128708753,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",30,0,-81.63257862559686,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-221.84884092773032,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 4}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",30,0,-104.27684705382468,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,0,-102.32969968678518,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,0,-19.777915144205053,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,0,-22.764823871221992,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",20,10,16.30801757957511,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",20,0,-83.51506856454267,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-27.38825352350695,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,12,-4.300272717550798,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,0,-56.25849182446372,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",30,0,-31.077038023806313,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-109.4894355723562,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-40.59096912266166,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",25,0,-121.43300198963013,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",25,13,-14.345691215669593,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",20,0,-107.99538783247434,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",20,0,-72.31148187517739,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",30,3,-59.663324121763566,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 0}",1
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",30,17,-39.12733734239553,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,14,9.929052824917994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",20,0,-37.47731376176264,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,7,-63.82623243028819,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-182.6254567689678,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",25,9,-28.675388543679034,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",30,18,1.5198115599552802,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.002, 'e': 0.772595232106928}",35,0,-173.16610415613673,"{0: 25, 1: 0, 2: 6, 3: 1, 4: 3}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,0,-201.0418690841817,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 4}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,4,-76.27464644569274,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",30,7,-112.58421359186353,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 2}",1
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",25,0,-101.61593616575576,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",20,0,-13.084940774854221,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",25,0,-115.13082602317166,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",25,19,0.23153463751682613,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,-92.28962135886322,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,3,-145.0360719832066,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 3}",1
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,0,-71.39012817002089,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",30,0,-83.09384252759341,"{0: 21, 1: 2, 2: 4, 3: 3, 4: 0}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,11,-9.096743998702207,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,0,-92.67096258973703,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-0.6950850077921942,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",25,0,-119.11536628962553,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",25,3,-125.93848731739527,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 3}",1
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,2,-117.48935380458832,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 3}",1
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",25,0,-138.8735362063104,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",25,0,-60.74458473345261,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",20,0,-144.30830827167307,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",20,3,-30.946156835563666,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 0}",1
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,0,-30.99077221314303,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",30,0,-84.5865466533496,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",30,0,-146.37327984047528,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,12,13.653525125641536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-79.39989721879968,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",25,0,-42.666641858753685,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,8,-2.484858151474546,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,0,-44.3240298090886,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-76.219912360416,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",30,0,-68.71322907897417,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,2,-98.02582823969296,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 2}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,0,-42.776700017738335,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",20,0,-75.69070872946754,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",30,0,-59.09407796770758,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,10,-69.66095143236835,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",30,0,-113.39543987264183,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",35,0,-162.3827404349934,"{0: 24, 1: 1, 2: 5, 3: 3, 4: 2}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",25,0,-3.090116910701501,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",30,8,-37.11212672134827,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,5,-82.05031078800096,"{0: 7, 1: 1, 2: 5, 3: 2, 4: 0}",1
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",20,0,-39.035156582403715,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",25,19,9.713857668973828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",20,0,-14.414591271748346,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",20,1,-135.13273275218546,"{0: 10, 1: 0, 2: 5, 3: 3, 4: 1}",1
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,0,-97.5522514504446,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",25,0,-108.87322888055701,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",30,7,-41.732343589786474,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 0}",1
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",20,0,-116.0140091462491,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",30,0,-130.68240934197243,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
181,False,"{'a': 0.002, 'e': 0.697676326071031}",30,8,-77.31857932292571,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 1}",1
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-49.09862543356819,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,8,-32.990071662285935,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,7,6.553242090503339,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
