trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
860,False,"{'a': 0.002, 'e': 0.17942463857848634}",35,2,42.604501867755566,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 0}",1
861,False,"{'a': 0.002, 'e': 0.17906614791149322}",20,0,-0.8186045062366308,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
862,False,"{'a': 0.002, 'e': 0.17870837350933053}",25,4,32.46908204276328,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.002, 'e': 0.17835131394090015}",25,19,10.887441497148973,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.002, 'e': 0.17799496777796334}",20,0,19.32494367262896,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
865,False,"{'a': 0.002, 'e': 0.17763933359513495}",25,18,13.406482641035277,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.002, 'e': 0.17728440996987782}",20,12,-4.156340160047346,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
867,False,"{'a': 0.002, 'e': 0.17693019548249692}",25,13,21.72993917012709,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.002, 'e': 0.17657668871613388}",20,9,-17.86867327141627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
869,False,"{'a': 0.002, 'e': 0.1762238882567611}",20,8,7.997100023129334,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
870,False,"{'a': 0.002, 'e': 0.17587179269317638}",30,10,34.011701536128015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.002, 'e': 0.17552040061699686}",35,24,0.7717018485127372,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
872,False,"{'a': 0.002, 'e': 0.17516971062265388}",30,22,4.790186993192917,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.002, 'e': 0.17481972130738693}",30,11,-29.309158434204942,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
874,False,"{'a': 0.002, 'e': 0.17447043127123832}",20,0,27.434261073077458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
875,False,"{'a': 0.002, 'e': 0.1741218391170474}",25,0,6.5554384720770695,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
876,False,"{'a': 0.002, 'e': 0.17377394345044514}",20,6,0.09332070843933327,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
877,False,"{'a': 0.002, 'e': 0.17342674287984836}",25,0,35.437489435686786,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.002, 'e': 0.17308023601645434}",25,7,23.661731833204747,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.002, 'e': 0.17273442147423515}",25,10,-0.4416781205832483,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
880,False,"{'a': 0.002, 'e': 0.17238929786993218}",20,12,2.7718623132613445,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.002, 'e': 0.17204486382305054}",20,10,20.051682569149314,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.002, 'e': 0.17170111795585358}",25,13,7.779768774161952,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
883,False,"{'a': 0.002, 'e': 0.17135805889335737}",30,15,13.932738883932766,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.002, 'e': 0.17101568526332522}",30,20,11.500134010436094,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.002, 'e': 0.17067399569626215}",35,3,17.392428774526966,"{0: 29, 1: 0, 2: 3, 3: 0, 4: 0}",1
886,False,"{'a': 0.002, 'e': 0.17033298882540943}",25,10,15.273576465431535,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.002, 'e': 0.16999266328673912}",25,3,26.05307710650409,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.002, 'e': 0.1696530177189486}",25,13,-21.537612714474765,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
889,False,"{'a': 0.002, 'e': 0.16931405076345518}",20,5,13.511438505398806,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.002, 'e': 0.16897576106439058}",30,11,31.229746975214685,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.002, 'e': 0.1686381472685955}",25,13,11.525048489122746,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.002, 'e': 0.16830120802561438}",20,13,12.087146023363665,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.002, 'e': 0.16796494198768974}",20,13,12.789140055455412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.002, 'e': 0.167629347809757}",20,8,22.083425061732214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.002, 'e': 0.167294424149439}",30,6,19.64080239161471,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
896,False,"{'a': 0.002, 'e': 0.1669601696670407}",20,8,9.333095879527768,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.002, 'e': 0.16662658302554365}",20,15,9.012319464416496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.002, 'e': 0.16629366289060088}",25,10,12.58614998221373,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
899,False,"{'a': 0.002, 'e': 0.16596140793053138}",25,16,12.416839414367711,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.002, 'e': 0.16562981681631492}",25,14,-12.551243757390424,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
901,False,"{'a': 0.002, 'e': 0.16529888822158653}",30,3,34.796449395659614,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.002, 'e': 0.16496862082263145}",30,8,-19.356047283664825,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
903,False,"{'a': 0.002, 'e': 0.1646390132983796}",25,17,4.4668915451765985,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
904,False,"{'a': 0.002, 'e': 0.16431006433040046}",25,13,-16.604222914695956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
905,False,"{'a': 0.002, 'e': 0.16398177260289773}",30,19,10.89853905765454,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.002, 'e': 0.16365413680270405}",20,10,-22.27538819316228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
907,False,"{'a': 0.002, 'e': 0.1633271556192758}",25,0,27.06077468037608,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
908,False,"{'a': 0.002, 'e': 0.16300082774468777}",25,9,28.181867867303946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.002, 'e': 0.16267515187362808}",30,16,-32.23804624165036,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
910,False,"{'a': 0.002, 'e': 0.16235012670339277}",20,0,-98.98602093717327,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
911,False,"{'a': 0.002, 'e': 0.16202575093388075}",30,4,-13.425412127973381,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 1}",1
912,False,"{'a': 0.002, 'e': 0.1617020232675885}",20,13,11.202783972597686,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.002, 'e': 0.16137894240960493}",20,0,19.164737921713566,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.002, 'e': 0.16105650706760616}",20,7,11.264360611825637,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.002, 'e': 0.16073471595185038}",20,4,15.022939869244416,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.002, 'e': 0.16041356777517274}",20,14,4.859768210440674,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.002, 'e': 0.1600930612529801}",20,7,25.76141304378841,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.002, 'e': 0.15977319510324592}",25,15,6.92206563716916,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.002, 'e': 0.15945396804650516}",25,14,-1.7755961423741327,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
920,False,"{'a': 0.002, 'e': 0.15913537880584921}",25,13,21.011672724822706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.002, 'e': 0.15881742610692068}",20,0,18.303440043445367,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
922,False,"{'a': 0.002, 'e': 0.1585001086779083}",30,12,31.290757723298164,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.002, 'e': 0.15818342524954201}",20,0,3.2669653875595834,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
924,False,"{'a': 0.002, 'e': 0.1578673745550876}",25,19,11.722478943057135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.002, 'e': 0.15755195533034191}",20,0,32.17818040777661,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
926,False,"{'a': 0.002, 'e': 0.1572371663136276}",20,3,26.69935220399922,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.002, 'e': 0.1569230062457882}",30,20,8.33372016531118,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.002, 'e': 0.156609473870183}",25,3,25.848888135344595,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.002, 'e': 0.15629656793268212}",30,19,21.19628997528123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.002, 'e': 0.15598428718166135}",20,10,6.643530598279684,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.002, 'e': 0.1556726303679973}",25,7,-39.485566898752985,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
932,False,"{'a': 0.002, 'e': 0.15536159624506227}",20,0,8.52746832506961,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
933,False,"{'a': 0.002, 'e': 0.15505118356871936}",25,13,25.61854967796543,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.002, 'e': 0.1547413910973175}",20,14,-8.579132530096533,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
935,False,"{'a': 0.002, 'e': 0.15443221759168632}",20,0,25.353033804892174,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.002, 'e': 0.1541236618151314}",30,14,-26.310843811996207,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
937,False,"{'a': 0.002, 'e': 0.15381572253342926}",20,5,-12.694955462009123,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
938,False,"{'a': 0.002, 'e': 0.15350839851482234}",25,11,24.657463192154207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.002, 'e': 0.15320168853001417}",25,7,21.024858400153907,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
940,False,"{'a': 0.002, 'e': 0.15289559135216438}",25,15,19.5811576479922,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.002, 'e': 0.15259010575688386}",20,3,17.0913790168795,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
942,False,"{'a': 0.002, 'e': 0.1522852305222298}",30,16,25.362167069628534,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.002, 'e': 0.1519809644287009}",30,17,18.59529905770072,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.002, 'e': 0.15167730625923234}",25,13,24.401530341068522,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.002, 'e': 0.1513742547991911}",20,12,0.9676450909995564,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
946,False,"{'a': 0.002, 'e': 0.15107180883637084}",25,14,18.489549803012927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.002, 'e': 0.15076996716098734}",20,9,-18.52206021107271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
948,False,"{'a': 0.002, 'e': 0.15046872856567356}",25,14,3.7407688677983995,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
949,False,"{'a': 0.002, 'e': 0.15016809184547464}",20,0,-77.47752389528458,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
950,False,"{'a': 0.002, 'e': 0.14986805579784332}",25,11,28.63569004952487,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.002, 'e': 0.14956861922263504}",20,8,23.01003583530597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.002, 'e': 0.14926978092210305}",20,0,20.51576260189654,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
953,False,"{'a': 0.002, 'e': 0.1489715397008938}",20,3,-3.570296684414764,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
954,False,"{'a': 0.002, 'e': 0.14867389436604195}",25,0,14.498290324021003,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
955,False,"{'a': 0.002, 'e': 0.14837684372696583}",20,5,-7.908139868210349,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
956,False,"{'a': 0.002, 'e': 0.14808038659546244}",20,7,10.974411884631063,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
957,False,"{'a': 0.002, 'e': 0.14778452178570287}",25,10,-2.6372732898784617,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
958,False,"{'a': 0.002, 'e': 0.14748924811422748}",20,11,18.223265790254363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.002, 'e': 0.14719456439994122}",25,11,14.460148693330174,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.002, 'e': 0.1469004694641088}",20,0,3.433828101488073,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
961,False,"{'a': 0.002, 'e': 0.14660696213035015}",20,10,19.56477086463378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.002, 'e': 0.14631404122463545}",20,12,17.5926384110776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.002, 'e': 0.14602170557528074}",20,6,15.058083064978858,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.002, 'e': 0.14572995401294303}",30,15,12.962578017822391,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.002, 'e': 0.1454387853706157}",20,13,14.49978670069298,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.002, 'e': 0.14514819848362373}",20,10,8.30772226799673,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
967,False,"{'a': 0.002, 'e': 0.14485819218961926}",30,21,9.912198630685033,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.002, 'e': 0.14456876532857668}",25,7,20.040618694620854,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.002, 'e': 0.14427991674278817}",25,0,-10.116811469779762,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
970,False,"{'a': 0.002, 'e': 0.143991645276859}",30,7,20.82342605336578,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
971,False,"{'a': 0.002, 'e': 0.14370394977770293}",20,8,-19.613362529458847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
972,False,"{'a': 0.002, 'e': 0.14341682909453757}",25,13,22.418791589721515,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.002, 'e': 0.14313028207887982}",25,3,17.216727762760364,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
974,False,"{'a': 0.002, 'e': 0.14284430758454122}",25,19,9.223270306643133,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.002, 'e': 0.14255890446762343}",20,0,-22.715262840407757,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
976,False,"{'a': 0.002, 'e': 0.1422740715865136}",20,16,4.3429367466956945,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.002, 'e': 0.14198980780187978}",20,0,-15.482464515982032,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
978,False,"{'a': 0.002, 'e': 0.1417061119766665}",20,0,5.213534164294561,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
979,False,"{'a': 0.002, 'e': 0.14142298297609007}",25,14,19.75147261411503,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.002, 'e': 0.1411404196676341}",25,14,19.435706459620764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.002, 'e': 0.140858420921045}",25,12,13.994337774150013,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.002, 'e': 0.1405769856083274}",30,16,16.471264915803435,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
983,False,"{'a': 0.002, 'e': 0.14029611260373964}",30,10,33.1873357356775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.002, 'e': 0.1400158007837894}",25,13,23.11276340911517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.002, 'e': 0.13973604902722894}",20,11,14.95503084653876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.002, 'e': 0.13945685621505094}",30,16,26.704474374447717,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.002, 'e': 0.13917822123048373}",30,0,52.465605128292566,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
988,False,"{'a': 0.002, 'e': 0.138900142958987}",20,5,24.226331437200496,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.002, 'e': 0.13862262028824732}",20,11,8.61018736212087,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.002, 'e': 0.13834565210817362}",20,16,6.387444731856734,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.002, 'e': 0.13806923731089282}",25,5,-8.909107294935895,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
992,False,"{'a': 0.002, 'e': 0.13779337479074535}",20,0,-19.122795235114637,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
993,False,"{'a': 0.002, 'e': 0.13751806344428075}",20,2,20.324757129568816,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
994,False,"{'a': 0.002, 'e': 0.13724330217025332}",20,0,33.125640235191185,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.002, 'e': 0.13696908986961753}",20,5,13.574418939945769,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.002, 'e': 0.13669542544552385}",25,7,31.276257219514658,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.002, 'e': 0.13642230780331424}",20,11,18.781094252306804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.002, 'e': 0.1361497358505177}",35,18,-34.118648777435055,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
999,False,"{'a': 0.002, 'e': 0.13587770849684613}",20,0,24.40994158147697,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1000,False,"{'a': 0.002, 'e': 0.1356062246541897}",20,6,20.814399764017875,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.002, 'e': 0.1353352832366127}",25,7,-9.993251819856116,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1002,False,"{'a': 0.002, 'e': 0.13506488316034906}",20,0,7.39288708736223,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1003,False,"{'a': 0.002, 'e': 0.1347950233437982}",25,15,12.750410341884159,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.002, 'e': 0.1345257027075204}",20,14,11.563351061317457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.002, 'e': 0.13425692017423285}",25,3,15.932402905200867,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
1006,False,"{'a': 0.002, 'e': 0.13398867466880493}",20,16,6.00806240058284,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.002, 'e': 0.1337209651182544}",25,7,29.22080928743859,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.002, 'e': 0.1334537904517426}",25,20,11.312515911107658,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.002, 'e': 0.1331871496005706}",25,11,23.633762978413777,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.002, 'e': 0.13292104149817452}",25,14,11.045080936045148,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.002, 'e': 0.13265546508012172}",30,8,26.822367344774698,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.002, 'e': 0.13239041928410605}",30,16,4.63377763978178,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1013,False,"{'a': 0.002, 'e': 0.1321259030499441}",30,16,24.80092505544669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.002, 'e': 0.13186191531957048}",25,12,-0.583015966385841,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1015,False,"{'a': 0.002, 'e': 0.131598455037034}",20,14,13.221500713137049,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.002, 'e': 0.13133552114849303}",20,0,34.758973300313855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1017,False,"{'a': 0.002, 'e': 0.13107311260221188}",20,7,-11.767330625157557,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1018,False,"{'a': 0.002, 'e': 0.13081122834855582}",30,9,37.52364768783401,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.002, 'e': 0.13054986733998764}",35,16,22.55128749210089,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1020,False,"{'a': 0.002, 'e': 0.13028902853106283}",20,6,23.995492243342245,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.002, 'e': 0.1300287108784259}",30,13,-15.068405956390022,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1022,False,"{'a': 0.002, 'e': 0.1297689133408058}",20,5,23.52933705289536,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.002, 'e': 0.12950963487901218}",20,9,22.79520143507479,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.002, 'e': 0.12925087445593067}",30,10,32.30197152460258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.002, 'e': 0.1289926310365194}",25,16,17.815452767082938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.002, 'e': 0.12873490358780423}",20,7,15.32411666496792,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.002, 'e': 0.12847769107887502}",35,19,12.451922992226962,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.002, 'e': 0.1282209924808815}",20,0,25.55099482094361,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1029,False,"{'a': 0.002, 'e': 0.1279648067670288}",20,0,30.259244063244047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1030,False,"{'a': 0.002, 'e': 0.12770913291257383}",25,11,31.594522991392076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.002, 'e': 0.12745396989482075}",30,13,35.70922445772804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.002, 'e': 0.12719931669311724}",25,13,23.651610080478765,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.002, 'e': 0.12694517228885002}",25,13,21.032270277799036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.002, 'e': 0.1266915356654413}",20,0,16.405842417456086,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1035,False,"{'a': 0.002, 'e': 0.1264384058083441}",20,6,10.779142236113724,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.002, 'e': 0.12618578170503877}",30,18,12.99705072431569,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.002, 'e': 0.12593366234502845}",20,2,28.935931470296165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.002, 'e': 0.1256820467198355}",20,10,16.279949147762665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.002, 'e': 0.12543093382299692}",30,16,23.743895201848925,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.002, 'e': 0.12518032265006093}",20,2,20.7733843722332,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1041,False,"{'a': 0.002, 'e': 0.12493021219858241}",25,13,9.329354305668751,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1042,False,"{'a': 0.002, 'e': 0.12468060146811931}",25,16,18.06132468491193,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.002, 'e': 0.12443148946022826}",30,10,24.457721636746143,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1044,False,"{'a': 0.002, 'e': 0.12418287517846102}",30,0,29.265619208630987,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
